Post,ReTruths,Nothing,Likes,Nothing,Date and Time,Date and Time
"Iran decided to fire bullets yesterday in the Strait of Hormuz — A Total Violation of our Ceasefire Agreement! Many of them were aimed at a French Ship, and a Freighter from the United Kingdom. That wasn’t nice, was it? My Representatives are going to Islamabad, Pakistan — They will be there tomorrow evening, for Negotiations. Iran recently announced that they were closing the Strait, which is strange, because our BLOCKADE has already closed it. They’re helping us without knowing, and they are the ones that lose with the closed passage, $500 Million Dollars a day! The United States loses nothing. In fact, many Ships are headed, right now, to the U.S., Texas, Louisiana, and Alaska, to load up, compliments of the IRGC, always wanting to be “the tough guy!” We’re offering a very fair and reasonable DEAL, and I hope they take it because, if they don’t, the United States is going to knock out every single Power Plant, and every single Bridge, in Iran. NO MORE MR. NICE GUY! They’ll come down fast, they’ll come down easy and, if they don’t take the DEAL, it will be my Honor to do what has to be done, which should have been done to Iran, by other Presidents, for the last 47 years. IT’S TIME FOR THE IRAN KILLING MACHINE TO END! President DONALD J. TRUMP",16.5k,ReTruths,71.7k,Likes,"Apr 19, 2026, 1:10 PM",19/04/2026 13:10
"Today, an Iranian-flagged cargo ship named TOUSKA, nearly 900 feet long and weighing almost as much as an aircraft carrier, tried to get past our Naval Blockade, and it did not go well for them. The U.S. Navy Guided Missile Destroyer USS SPRUANCE intercepted the TOUSKA in the Gulf of Oman, and gave them fair warning to stop. The Iranian crew refused to listen, so our Navy ship stopped them right in their tracks by blowing a hole in the engineroom. Right now, U.S. Marines have custody of the vessel. The TOUSKA is under U.S. Treasury Sanctions because of their prior history of illegal activity. We have full custody of the ship, and are seeing what’s on board! President DONALD J. TRUMP",8.09k,ReTruths,33.1k,Likes,"Apr 19, 2026, 8:23 PM",19/04/2026 20:23
"Israel never talked me into the war with Iran, the results of Oct. 7th, added to my lifelong opinion that IRAN CAN NEVER HAVE A NUCLEAR WEAPON, did. I watch and read the FAKE NEWS Pundits and Polls in total disbelief. 90% of what they say are lies and made up stories, and the polls are rigged, much as the 2020 Presidential Election was rigged. Just like the results in Venezuela, which the media doesn’t like talking about, the results in Iran will be amazing - And if Iran’s new leaders (Regime Change!) are smart, Iran can have a great and prosperous future! President DJT",601,ReTruths,2.33k,Likes,"Apr 20, 2026, 3:16 PM",20/04/2026 15:16
"The DEAL that we are making with Iran will be FAR BETTER than the JCPOA, commonly referred to as “The Iran Nuclear Deal,” penned by Barack Hussein Obama and Sleepy Joe Biden, one of the Worst Deals ever made having to do with the Security of our Country. It was a guaranteed Road to a Nuclear Weapon, which will not, and cannot, happen with the Deal we’re working on. They actually gave $1.7 Billion Dollars in “GREEN” Cash, loaded into a Boeing 757, and flown to Iran for Iranian leadership to spend anyway they saw fit. He emptied out all of the Cash from Banks in D.C., Virginia, and Maryland. Those Bankers said they’ve never seen anything like it before. In addition, Hundreds of Billions of Dollars was paid to Iran. If I did not terminate that “Deal,” Nuclear Weapons would have been used on Israel, and all over the Middle East, including our cherished U.S. Military Bases. The Fake News, like Lightweight Washington Post “Journalist” David Ignatius, loves to talk about the JCPOA, knowing that it was DANGEROUS, and a Complete Embarrassment to our Country. If a Deal happens under “TRUMP,” it will guarantee Peace, Security, and Safety, not only for Israel and the Middle East, but for Europe, America, and everywhere else. It will be something that the entire World will be proud of, instead of the years of Embarrassment and Humiliation that we have been forced to suffer due to incompetent and cowardly leadership! President DONALD J. TRUMP",6k,ReTruths,23.8k,Likes,"Apr 20, 2026, 6:35 PM",20/04/2026 18:35
"The Democrats are doing everything possible to hurt the very strong position we are in with respect to Iran. Despite World War I lasting 4 years, 3 months, and 14 days, World War II lasting 6 years and 1 day, the Korean War lasting 3 years, 1 month, and 2 days, the Vietnam War lasting 19 years, 5 months, and 29 days, and Iraq lasting 8 years, 8 months, and 28 days, they like to say that I promised 6 weeks to defeat Iran, and actually, from the Military standpoint, it was far faster than that, but I’m not going to let them rush the United States into making a Deal that is not as good as it could have been. I read the Fake News saying that I am under “pressure” to make a Deal. THIS IS NOT TRUE! I am under no pressure whatsoever, although, it will all happen, relatively quickly! Time is not my adversary, the only thing that matters is that we finally, after 47 years, straighten out the MESS that other Presidents let happen because they didn’t have the Courage or Foresight to do what had to be done with respect to Iran. We’re in it, and it will be done RIGHT, and we won’t let the Weak and Pathetic Democrats, TRAITORS ALL, who for years have been talking about the Dangers of Iran, and that something has to be done, but now, since I’m the one doing it, belittle the accomplishments of our Military and the Trump Administration. This is being perfectly executed, on the scale of Venezuela, just a bigger, more complex operation. The result will be the same. In my First Term, I built the Greatest Military our Country has ever seen, including adding Space Force. In my Second Term, I am properly and judiciously using our Military to solve problems left to us by others of far less understanding or competence. MAKE AMERICA GREAT AGAIN! President DONALD J. TRUMP",7.54k,ReTruths,29.7k,Likes,"Apr 20, 2026, 6:40 PM",20/04/2026 18:40
"I’m winning a War, BY A LOT, things are going very well, our Military has been amazing and, if you read the Fake News, like The Failing New York Times, the absolutely horrendous and disgusting Wall Street Journal, or the now almost defunct, fortunately, Washington Post, you would actually think we are losing the War. The enemy is confused, because they get these same Media “reports,” and yet they realize their Navy has been completely wiped out, their Air Force has gone onto darker runways, they have no Anti Missile or Anti Airplane Equipment, their former leaders are mostly gone (This has been, in addition to everything else, Regime Change!), and perhaps, most important of all, THE BLOCKADE, which we will not take off until there is a “DEAL,” is absolutely destroying Iran. They are losing $500 Million Dollars a day, an unsustainable number, even in the short run. The Anti-America Fake News Media is rooting for Iran to win, but it’s not going to happen, because I’m in charge! Just like these unpatriotic people used every ounce of their limited strength to fight me in the Election, they continue to do so with Iran. The result will be the same — It already is! President DONALD J. TRUMP",11.5k,ReTruths,51.5k,Likes,"Apr 20, 2026, 7:11 PM",20/04/2026 19:11
"The Iranian leadership has forced hundreds of Ships toward the United States, mostly Texas, Louisiana, and Alaska, to get their Oil — Thank you very much! President DONALD J. TRUMP",7.81k,ReTruths,36.7k,Likes,"Apr 20, 2026, 7:28 PM",20/04/2026 19:28
"Prime Minister Keir Starmer of the United Kingdom acknowledged that he “exercised wrong judgement” when he chose his Ambassador to Washington. I agree, he was a really bad pick. Plenty of time to recover, however! President DJT",4.59k,ReTruths,23k,Likes,"Apr 21, 2026, 4:04 AM",21/04/2026 04:04
"Operation Midnight Hammer was a complete and total obliteration of the Nuclear Dust sites in Iran. Therefore, digging it out will be a long and difficult process. Fake News CNN, and other corrupt Media Networks and Platforms, fail to give our great aviators the credit they deserve - Always trying to demean and belittle - LOSERS!!!",6.53k,ReTruths,29.3k,Likes,"Apr 21, 2026, 4:22 AM",21/04/2026 04:22
Iran has Violated the Cease Fire numerous times!,5.86k,ReTruths,25k,Likes,"Apr 21, 2026, 12:09 PM",21/04/2026 12:09
"Never allow the Traitor Democrats like Low IQ person Hakeem Jeffries, or Cryin’ Chuck Schumer, or the totally corrupt Fake News Media such as the phony and decaying Wall Street Journal, the Failing New York Times (Subscriptions way down!), or dying “60 Minutes,” to demean or criticize Operation Midnight Hammer, which totally obliterated the Nuclear Dust locations to the point where bloodthirsty Iran has been unable to get to it, or dig it out. Space Force has cameras on every inch of the 3 sites that were so brilliantly hit last June! Thank you for your attention to this matter! President DJT",6.47k,ReTruths,25.9k,Likes,"Apr 21, 2026, 2:37 PM",21/04/2026 14:37
"STATEMENT OF PRESIDENT DONALD J. TRUMP: Based on the fact that the Government of Iran is seriously fractured, not unexpectedly so and, upon the request of Field Marshal Asim Munir, and Prime Minister Shehbaz Sharif, of Pakistan, we have been asked to hold our Attack on the Country of Iran until such time as their leaders and representatives can come up with a unified proposal. I have therefore directed our Military to continue the Blockade and, in all other respects, remain ready and able, and will therefore extend the Ceasefire until such time as their proposal is submitted, and discussions are concluded, one way or the other. President DONALD J. TRUMP",9.52k,ReTruths,42.6k,Likes,"Apr 21, 2026, 9:09 PM",21/04/2026 21:09
"THE WALL STREET JOURNAL HAS LOST ITS WAY! An IDIOT on The Wall Street Journal’s Editorial Board, named Elliot Kaufman, just wrote an Op Ed entitled, “The Iranians Take Trump for a Sucker.” Really? For 47 years, they have killed our people, and many others, and taken advantage of every President, except me — And what did I give to them, a Country in tatters! Their entire Navy is at the bottom of the Sea, their Air Force is gone, their Anti Aircraft and Radar is wiped out, their Nuclear Labs and Storage Areas were OBLITERATED late one dark June evening by our Great B-2 Bombers, their leaders are DEAD, including General Soleimani, their evil genius who destroyed the lives of so many with his favored roadside bombs, the Strait of Hormuz is BLOCKADED and totally controlled by the U.S., with no Ships allowed to go to Iranian Ports — It is said that they are losing 500 Million Dollars a day because of this — Their Country is an Economic Catastrophe, that is hanging by a thread. Barack Hussein Obama gave them 1.7 Billion Dollars in “Green” Cash, flown in by a Boeing 757 to their leaders, and Hundreds of Billions of Dollars in order to help them on their way to a Nuclear Bomb. Other Presidents did nothing to stop them, a BLIGHT on the Office of the Presidency! But despite all of this, I have a MORON on the Editorial Board of The Wall Street Journal writing about me being taken for a “sucker.” Iran certainly doesn’t think so! Neither does anyone else. I guess Rupert Murdoch told him to write it this way, because The Wall Street Journal has lost its way, no longer required reading, just another failing political “RAG!” President DONALD J. TRUMP",4.15k,ReTruths,15.5k,Likes,"Apr 22, 2026, 12:35 AM",22/04/2026 00:35
"Iran doesn’t want the Strait of Hormuz closed, they want it open so they can make $500 Million Dollars a day (which is, therefore, what they are losing if it is closed!). They only say they want it closed because I have it totally BLOCKADED (CLOSED!), so they merely want to “save face.” People approached me four days ago, saying, “Sir, Iran wants to open up the Strait, immediately.” But if we do that, there can never be a Deal with Iran, unless we blow up the rest of their Country, their leaders included! President DONALD J. TRUMP",4.48k,ReTruths,17.4k,Likes,"Apr 22, 2026, 1:36 AM",22/04/2026 01:36
Iran is collapsing financially! They want the Strait of Hormuz opened immediately- Starving for cash! Losing 500 Million Dollars a day. Military and Police complaining that they are not getting paid. SOS!!!,4.76k,ReTruths,20.6k,Likes,"Apr 22, 2026, 4:41 AM",22/04/2026 04:41
